Date,Country,Indicator,Value
2020-03-22,Wales,Deaths,20
2020-03-22,Wales,Tests,3661
2020-03-23,England,ConfirmedCases,11084
2020-03-23,England,Deaths,331
2020-03-23,Northern Ireland,ConfirmedCases,212
2020-03-23,Northern Ireland,Deaths,9
2020-03-23,Northern Ireland,Tests,2960
2020-03-23,Scotland,ConfirmedCases,499
2020-03-23,Scotland,Deaths,14
2020-03-23,Scotland,Tests,9364
2020-03-23,UK,ConfirmedCases,6650
2020-03-23,UK,Deaths,359
2020-03-23,UK,Tests,83945
2020-03-23,Wales,ConfirmedCases,665
2020-03-23,Wales,Deaths,24
2020-03-23,Wales,Tests,4193
2020-03-24,England,ConfirmedCases,13102
2020-03-24,England,Deaths,474
2020-03-24,Northern Ireland,ConfirmedCases,252
2020-03-24,Northern Ireland,Deaths,11
2020-03-24,Northern Ireland,Tests,3316
2020-03-24,Scotland,ConfirmedCases,584
2020-03-24,Scotland,Deaths,16
2020-03-24,Scotland,Tests,9968
2020-03-24,UK,ConfirmedCases,8077
2020-03-24,UK,Deaths,508
2020-03-24,UK,Tests,90436
2020-03-24,Wales,ConfirmedCases,805
2020-03-24,Wales,Deaths,33
2020-03-24,Wales,Tests,4869
2020-03-25,England,ConfirmedCases,15363
2020-03-25,England,Deaths,651
2020-03-25,Northern Ireland,ConfirmedCases,313
2020-03-25,Northern Ireland,Deaths,15
2020-03-25,Northern Ireland,Tests,3735
2020-03-25,Scotland,ConfirmedCases,719
2020-03-25,Scotland,Deaths,22
2020-03-25,Scotland,Tests,10676
2020-03-25,UK,ConfirmedCases,9529
2020-03-25,UK,Deaths,694
2020-03-25,UK,Tests,97019
2020-03-25,Wales,ConfirmedCases,995
2020-03-25,Wales,Deaths,43
2020-03-25,Wales,Tests,5560
2020-03-26,England,ConfirmedCases,17973
2020-03-26,England,Deaths,820
2020-03-26,Northern Ireland,ConfirmedCases,391
2020-03-26,Northern Ireland,Deaths,17
2020-03-26,Northern Ireland,Tests,4198
2020-03-26,Scotland,ConfirmedCases,894
2020-03-26,Scotland,Deaths,25
2020-03-26,Scotland,Tests,11487
2020-03-26,UK,ConfirmedCases,11658
2020-03-26,UK,Deaths,877
2020-03-26,UK,Tests,104866
2020-03-26,Wales,ConfirmedCases,1173
2020-03-26,Wales,Deaths,54
2020-03-26,Wales,Tests,6226
2020-03-27,England,ConfirmedCases,20625
2020-03-27,England,Deaths,1092
2020-03-27,Northern Ireland,ConfirmedCases,461
2020-03-27,Northern Ireland,Deaths,20
2020-03-27,Northern Ireland,Tests,4601
2020-03-27,Scotland,ConfirmedCases,1059
2020-03-27,Scotland,Deaths,33
2020-03-27,Scotland,Tests,12273
2020-03-27,UK,ConfirmedCases,14543
2020-03-27,UK,Deaths,1161
2020-03-27,UK,Tests,113777
2020-03-27,Wales,ConfirmedCases,1366
2020-03-27,Wales,Deaths,64
2020-03-27,Wales,Tests,6843
2020-03-28,England,ConfirmedCases,23000
2020-03-28,England,Deaths,1371
2020-03-28,Northern Ireland,ConfirmedCases,541
2020-03-28,Northern Ireland,Deaths,28
2020-03-28,Northern Ireland,Tests,4952
2020-03-28,Scotland,ConfirmedCases,1245
2020-03-28,Scotland,Deaths,40
2020-03-28,Scotland,Tests,13133
2020-03-28,UK,ConfirmedCases,17089
2020-03-28,UK,Deaths,1455
2020-03-28,UK,Tests,120776
2020-03-28,Wales,ConfirmedCases,1533
2020-03-28,Wales,Deaths,79
2020-03-28,Wales,Tests,7264
2020-03-29,England,ConfirmedCases,25437
2020-03-29,England,Deaths,1566
2020-03-29,Northern Ireland,ConfirmedCases,599
2020-03-29,Northern Ireland,Deaths,32
2020-03-29,Northern Ireland,Tests,5258
2020-03-29,Scotland,ConfirmedCases,1384
2020-03-29,Scotland,Deaths,41
2020-03-29,Scotland,Tests,13889
2020-03-29,UK,ConfirmedCases,19522
2020-03-29,UK,Deaths,1669
2020-03-29,UK,Tests,127737
2020-03-29,Wales,ConfirmedCases,1692
2020-03-29,Wales,Deaths,97
2020-03-29,Wales,Tests,7737
2020-03-30,England,ConfirmedCases,28914
2020-03-30,England,Deaths,1919
2020-03-30,Northern Ireland,ConfirmedCases,683
2020-03-30,Northern Ireland,Deaths,36
2020-03-30,Northern Ireland,Tests,5701
2020-03-30,Scotland,ConfirmedCases,1563
2020-03-30,Scotland,Deaths,47
2020-03-30,Scotland,Tests,14624
2020-03-30,UK,ConfirmedCases,22141
2020-03-30,UK,Deaths,2043
2020-03-30,UK,Tests,134946
2020-03-30,Wales,ConfirmedCases,2035
2020-03-30,Wales,Deaths,113
2020-03-30,Wales,Tests,8613
2020-03-31,England,ConfirmedCases,32663
2020-03-31,England,Deaths,2287
2020-03-31,Northern Ireland,ConfirmedCases,791
2020-03-31,Northern Ireland,Deaths,41
2020-03-31,Northern Ireland,Tests,6176
2020-03-31,Scotland,ConfirmedCases,1993
2020-03-31,Scotland,Deaths,69
2020-03-31,Scotland,Tests,15895
2020-03-31,UK,ConfirmedCases,25150
2020-03-31,UK,Deaths,2425
2020-03-31,UK,Tests,143186
2020-03-31,Wales,ConfirmedCases,2312
2020-03-31,Wales,Deaths,128
2020-03-31,Wales,Tests,9388
2020-04-01,England,ConfirmedCases,36738
2020-04-01,England,Deaths,2900
2020-04-01,Northern Ireland,ConfirmedCases,897
2020-04-01,Northern Ireland,Deaths,45
2020-04-01,Northern Ireland,Tests,6703
2020-04-01,Scotland,ConfirmedCases,2310
2020-04-01,Scotland,Deaths,97
2020-04-01,Scotland,Tests,17007
2020-04-01,UK,ConfirmedCases,29474
2020-04-01,UK,Deaths,3095
2020-04-01,UK,Tests,152979
2020-04-01,Wales,ConfirmedCases,2638
2020-04-01,Wales,Deaths,149
2020-04-01,Wales,Tests,10268
2020-04-02,England,ConfirmedCases,40750
2020-04-02,England,Deaths,3503
2020-04-02,Northern Ireland,ConfirmedCases,1006
2020-04-02,Northern Ireland,Deaths,55
2020-04-02,Northern Ireland,Tests,7164
2020-04-02,Scotland,ConfirmedCases,2602
2020-04-02,Scotland,Deaths,126
2020-04-02,Scotland,Tests,18128
2020-04-02,UK,ConfirmedCases,33718
2020-04-02,UK,Deaths,3747
2020-04-02,UK,Tests,163194
2020-04-02,Wales,ConfirmedCases,2973
2020-04-02,Wales,Deaths,177
2020-04-02,Wales,Tests,11116
2020-04-03,England,ConfirmedCases,44786
2020-04-03,England,Deaths,4158
2020-04-03,Northern Ireland,ConfirmedCases,1096
2020-04-03,Northern Ireland,Deaths,65
2020-04-03,Northern Ireland,Tests,7538
2020-04-03,Scotland,ConfirmedCases,3001
2020-04-03,Scotland,Deaths,172
2020-04-03,Scotland,Tests,19535
2020-04-03,UK,ConfirmedCases,38168
2020-04-03,UK,Deaths,4461
2020-04-03,UK,Tests,173784
2020-04-03,Wales,ConfirmedCases,3303
2020-04-03,Wales,Deaths,206
2020-04-03,Wales,Tests,11923
2020-04-04,England,ConfirmedCases,48107
2020-04-04,England,Deaths,4847
2020-04-04,Northern Ireland,ConfirmedCases,1173
2020-04-04,Northern Ireland,Deaths,74
2020-04-04,Northern Ireland,Tests,7867
2020-04-04,Scotland,ConfirmedCases,3345
2020-04-04,Scotland,Deaths,218
2020-04-04,Scotland,Tests,20798
2020-04-04,UK,ConfirmedCases,41903
2020-04-04,UK,Deaths,5221
2020-04-04,UK,Tests,183190
2020-04-04,Wales,ConfirmedCases,3584
2020-04-04,Wales,Deaths,237
2020-04-04,Wales,Tests,12591
2020-04-05,England,ConfirmedCases,51135
2020-04-05,England,Deaths,5425
2020-04-05,Northern Ireland,ConfirmedCases,1233
2020-04-05,Northern Ireland,Deaths,85
2020-04-05,Northern Ireland,Tests,8131
2020-04-05,Scotland,ConfirmedCases,3706
2020-04-05,Scotland,Deaths,220
2020-04-05,Scotland,Tests,23143
2020-04-05,UK,ConfirmedCases,47806
2020-04-05,UK,Deaths,5865
2020-04-05,UK,Tests,195524
2020-04-05,Wales,ConfirmedCases,3808
2020-04-05,Wales,Deaths,267
2020-04-05,Wales,Tests,13095
2020-04-06,England,ConfirmedCases,55472
2020-04-06,England,Deaths,5957
2020-04-06,Northern Ireland,ConfirmedCases,1334
2020-04-06,Northern Ireland,Deaths,91
2020-04-06,Northern Ireland,Tests,8573
2020-04-06,Scotland,ConfirmedCases,3961
2020-04-06,Scotland,Deaths,222
2020-04-06,Scotland,Tests,24036
2020-04-06,UK,ConfirmedCases,51608
2020-04-06,UK,Deaths,6433
2020-04-06,UK,Tests,208837
2020-04-06,Wales,ConfirmedCases,4192
2020-04-06,Wales,Deaths,287
2020-04-06,Wales,Tests,13918
2020-04-07,England,ConfirmedCases,59967
2020-04-07,England,Deaths,6967
2020-04-07,Northern Ireland,ConfirmedCases,1467
2020-04-07,Northern Ireland,Deaths,99
2020-04-07,Northern Ireland,Tests,9068
2020-04-07,Scotland,ConfirmedCases,4229
2020-04-07,Scotland,Deaths,296
2020-04-07,Scotland,Tests,25022
2020-04-07,UK,ConfirmedCases,55242
2020-04-07,UK,Deaths,7471
2020-04-07,UK,Tests,213181
2020-04-07,Wales,ConfirmedCases,4579
2020-04-07,Wales,Deaths,319
2020-04-07,Wales,Tests,14791
2020-04-08,England,ConfirmedCases,64231
2020-04-08,England,Deaths,7891
2020-04-08,Northern Ireland,ConfirmedCases,1568
2020-04-08,Northern Ireland,Deaths,103
2020-04-08,Northern Ireland,Tests,9607
2020-04-08,Scotland,ConfirmedCases,4565
2020-04-08,Scotland,Deaths,366
2020-04-08,Scotland,Tests,26226
2020-04-08,UK,ConfirmedCases,60733
2020-04-08,UK,Deaths,8505
2020-04-08,UK,Tests,232708
2020-04-08,Wales,ConfirmedCases,4965
2020-04-08,Wales,Deaths,361
2020-04-08,Wales,Tests,15710
2020-04-09,England,ConfirmedCases,68261
2020-04-09,England,Deaths,8878
2020-04-09,Northern Ireland,ConfirmedCases,1670
2020-04-09,Northern Ireland,Deaths,121
2020-04-09,Northern Ireland,Tests,10214
2020-04-09,Scotland,ConfirmedCases,4957
2020-04-09,Scotland,Deaths,447
2020-04-09,Scotland,Tests,27518
2020-04-09,UK,ConfirmedCases,65077
2020-04-09,UK,Deaths,9608
2020-04-09,UK,Tests,243421
2020-04-09,Wales,ConfirmedCases,5356
2020-04-09,Wales,Deaths,404
2020-04-09,Wales,Tests,16618
2020-04-10,England,ConfirmedCases,71786
2020-04-10,England,Deaths,9916
2020-04-10,Northern Ireland,ConfirmedCases,1769
2020-04-10,Northern Ireland,Deaths,132
2020-04-10,Northern Ireland,Tests,10762
2020-04-10,Scotland,ConfirmedCases,5275
2020-04-10,Scotland,Deaths,495
2020-04-10,Scotland,Tests,28652
2020-04-10,UK,ConfirmedCases,70272
2020-04-10,UK,Deaths,10760
2020-04-10,UK,Tests,256605
2020-04-10,Wales,ConfirmedCases,5664
2020-04-10,Wales,Deaths,429
2020-04-10,Wales,Tests,17354
2020-04-11,England,ConfirmedCases,74791
2020-04-11,England,Deaths,10661
2020-04-11,Northern Ireland,ConfirmedCases,1830
2020-04-11,Northern Ireland,Deaths,143
2020-04-11,Northern Ireland,Tests,11099
2020-04-11,Scotland,ConfirmedCases,5590
2020-04-11,Scotland,Deaths,542
2020-04-11,Scotland,Tests,29903
2020-04-11,UK,ConfirmedCases,78991
2020-04-11,UK,Deaths,11599
2020-04-11,UK,Tests,269598
2020-04-11,Wales,ConfirmedCases,5911
2020-04-11,Wales,Deaths,460
2020-04-11,Wales,Tests,17959
2020-04-12,England,ConfirmedCases,77485
2020-04-12,England,Deaths,11267
2020-04-12,Northern Ireland,ConfirmedCases,1909
2020-04-12,Northern Ireland,Deaths,159
2020-04-12,Northern Ireland,Tests,11503
2020-04-12,Scotland,ConfirmedCases,5912
2020-04-12,Scotland,Deaths,566
2020-04-12,Scotland,Tests,31114
2020-04-12,UK,ConfirmedCases,84279
2020-04-12,UK,Deaths,12285
2020-04-12,UK,Tests,282279
2020-04-12,Wales,ConfirmedCases,6158
2020-04-12,Wales,Deaths,496
2020-04-12,Wales,Tests,18525
2020-04-13,England,ConfirmedCases,80828
2020-04-13,England,Deaths,11961
2020-04-13,Northern Ireland,ConfirmedCases,2018
2020-04-13,Northern Ireland,Deaths,166
2020-04-13,Northern Ireland,Tests,11903
2020-04-13,Scotland,ConfirmedCases,6067
2020-04-13,Scotland,Deaths,575
2020-04-13,Scotland,Tests,31813
2020-04-13,UK,ConfirmedCases,88621
2020-04-13,UK,Deaths,13029
2020-04-13,UK,Tests,290720
2020-04-13,Wales,ConfirmedCases,6430
2020-04-13,Wales,Deaths,540
2020-04-13,Wales,Tests,19167
2020-04-14,England,ConfirmedCases,84269
2020-04-14,England,Deaths,12971
2020-04-14,Northern Ireland,ConfirmedCases,2122
2020-04-14,Northern Ireland,Deaths,178
2020-04-14,Northern Ireland,Tests,12407
2020-04-14,Scotland,ConfirmedCases,6358
2020-04-14,Scotland,Deaths,615
2020-04-14,Scotland,Tests,32855
2020-04-14,UK,ConfirmedCases,93873
2020-04-14,UK,Deaths,14073
2020-04-14,UK,Tests,302599
2020-04-14,Wales,ConfirmedCases,6747
2020-04-14,Wales,Deaths,566
2020-04-14,Wales,Tests,19928
2020-04-15,England,ConfirmedCases,87901
2020-04-15,England,Deaths,13703
2020-04-15,Northern Ireland,ConfirmedCases,2258
2020-04-15,Northern Ireland,Deaths,194
2020-04-15,Northern Ireland,Tests,13047
2020-04-15,Scotland,ConfirmedCases,6748
2020-04-15,Scotland,Deaths,699
2020-04-15,Scotland,Tests,34064
2020-04-15,UK,ConfirmedCases,98476
2020-04-15,UK,Deaths,14915
2020-04-15,UK,Tests,313769
2020-04-15,Wales,ConfirmedCases,7107
2020-04-15,Wales,Deaths,604
2020-04-15,Wales,Tests,20928
2020-04-16,England,ConfirmedCases,91347
2020-04-16,England,Deaths,14610
2020-04-16,Northern Ireland,ConfirmedCases,2401
2020-04-16,Northern Ireland,Deaths,205
2020-04-16,Northern Ireland,Tests,13683
2020-04-16,Scotland,ConfirmedCases,7102
2020-04-16,Scotland,Deaths,779
2020-04-16,Scotland,Tests,35392
2020-04-16,UK,ConfirmedCases,103093
2020-04-16,UK,Deaths,15944
2020-04-16,UK,Tests,327608
2020-04-16,Wales,ConfirmedCases,7470
2020-04-16,Wales,Deaths,639
2020-04-16,Wales,Tests,21937
2020-04-17,England,ConfirmedCases,94779
2020-04-17,England,Deaths,15436
2020-04-17,Northern Ireland,ConfirmedCases,2567
2020-04-17,Northern Ireland,Deaths,214
2020-04-17,Northern Ireland,Tests,14374
2020-04-17,Scotland,ConfirmedCases,7409
2020-04-17,Scotland,Deaths,837
2020-04-17,Scotland,Tests,36637
2020-04-17,UK,ConfirmedCases,108692
2020-04-17,UK,Deaths,16879
2020-04-17,UK,Tests,341551
2020-04-17,Wales,ConfirmedCases,7795
2020-04-17,Wales,Deaths,668
2020-04-17,Wales,Tests,22948
2020-04-18,England,ConfirmedCases,97347
2020-04-18,England,Deaths,16447
2020-04-18,Northern Ireland,ConfirmedCases,2654
2020-04-18,Northern Ireland,Deaths,224
2020-04-18,Northern Ireland,Tests,14807
2020-04-18,Scotland,ConfirmedCases,7820
2020-04-18,Scotland,Deaths,893
2020-04-18,Scotland,Tests,38233
2020-04-18,UK,ConfirmedCases,114217
2020-04-18,UK,Deaths,17994
2020-04-18,UK,Tests,357023
2020-04-18,Wales,ConfirmedCases,8042
2020-04-18,Wales,Deaths,700
2020-04-18,Wales,Tests,23704
2020-04-19,England,ConfirmedCases,99434
2020-04-19,England,Deaths,16831
2020-04-19,Northern Ireland,ConfirmedCases,2699
2020-04-19,Northern Ireland,Deaths,234
2020-04-19,Northern Ireland,Tests,15098
2020-04-19,Scotland,ConfirmedCases,8187
2020-04-19,Scotland,Deaths,903
2020-04-19,Scotland,Tests,39612
2020-04-19,UK,ConfirmedCases,120067
2020-04-19,UK,Deaths,18492
2020-04-19,UK,Tests,372967
2020-04-19,Wales,ConfirmedCases,8223
2020-04-19,Wales,Deaths,726
2020-04-19,Wales,Tests,24280
2020-04-20,England,ConfirmedCases,102514
2020-04-20,England,Deaths,17370
2020-04-20,Northern Ireland,ConfirmedCases,2814
2020-04-20,Northern Ireland,Deaths,246
2020-04-20,Northern Ireland,Tests,15659
2020-04-20,Scotland,ConfirmedCases,8450
2020-04-20,Scotland,Deaths,915
2020-04-20,Scotland,Tests,40700
2020-04-20,UK,ConfirmedCases,124743
2020-04-20,UK,Deaths,19051
2020-04-20,UK,Tests,386044
2020-04-20,Wales,ConfirmedCases,8504
2020-04-20,Wales,Deaths,751
2020-04-20,Wales,Tests,25187
2020-04-21,England,ConfirmedCases,105495
2020-04-21,England,Deaths,18492
2020-04-21,Northern Ireland,ConfirmedCases,2956
2020-04-21,Northern Ireland,Deaths,259
2020-04-21,Northern Ireland,Tests,16376
2020-04-21,Scotland,ConfirmedCases,8672
2020-04-21,Scotland,Deaths,985
2020-04-21,Scotland,Tests,41699
2020-04-21,UK,ConfirmedCases,129044
2020-04-21,UK,Deaths,20223
2020-04-21,UK,Tests,397670
2020-04-21,Wales,ConfirmedCases,8763
2020-04-21,Wales,Deaths,781
2020-04-21,Wales,Tests,26206
2020-04-22,England,ConfirmedCases,108267
2020-04-22,England,Deaths,19231
2020-04-22,Northern Ireland,ConfirmedCases,3077
2020-04-22,Northern Ireland,Deaths,278
2020-04-22,Northern Ireland,Tests,17045
2020-04-22,Scotland,ConfirmedCases,9038
2020-04-22,Scotland,Deaths,1062
2020-04-22,Scotland,Tests,43309
2020-04-22,UK,ConfirmedCases,133495
2020-04-22,UK,Deaths,21060
2020-04-22,UK,Tests,411192
2020-04-22,Wales,ConfirmedCases,9015
2020-04-22,Wales,Deaths,804
2020-04-22,Wales,Tests,27146
2020-04-23,England,ConfirmedCases,111025
2020-04-23,England,Deaths,19834
2020-04-23,Northern Ireland,ConfirmedCases,3157
2020-04-23,Northern Ireland,Deaths,294
2020-04-23,Northern Ireland,Tests,17590
2020-04-23,Scotland,ConfirmedCases,9409
2020-04-23,Scotland,Deaths,1120
2020-04-23,Scotland,Tests,44799
2020-04-23,UK,ConfirmedCases,138078
2020-04-23,UK,Deaths,21787
2020-04-23,UK,Tests,425821
2020-04-23,Wales,ConfirmedCases,9215
2020-04-23,Wales,Deaths,822
2020-04-23,Wales,Tests,28121
2020-04-24,England,ConfirmedCases,113802
2020-04-24,England,Deaths,20658
2020-04-24,Northern Ireland,ConfirmedCases,3244
2020-04-24,Northern Ireland,Deaths,303
2020-04-24,Northern Ireland,Tests,18234
2020-04-24,Scotland,ConfirmedCases,9697
2020-04-24,Scotland,Deaths,1184
2020-04-24,Scotland,Tests,46089
2020-04-24,UK,ConfirmedCases,143464
2020-04-24,UK,Deaths,22792
2020-04-24,UK,Tests,444222
2020-04-24,Wales,ConfirmedCases,9428
2020-04-24,Wales,Deaths,852
2020-04-24,Wales,Tests,29161
2020-04-25,England,ConfirmedCases,115620
2020-04-25,England,Deaths,21399
2020-04-25,Northern Ireland,ConfirmedCases,3301
2020-04-25,Northern Ireland,Deaths,318
2020-04-25,Northern Ireland,Tests,18679
2020-04-25,Scotland,ConfirmedCases,10051
2020-04-25,Scotland,Deaths,1231
2020-04-25,Scotland,Tests,47749
2020-04-25,UK,ConfirmedCases,148377
2020-04-25,UK,Deaths,23635
2020-04-25,UK,Tests,517836
2020-04-25,Wales,ConfirmedCases,9563
2020-04-25,Wales,Deaths,881
2020-04-25,Wales,Tests,29812
2020-04-26,England,ConfirmedCases,117018
2020-04-26,England,Deaths,21742
2020-04-26,Northern Ireland,ConfirmedCases,3347
2020-04-26,Northern Ireland,Deaths,332
2020-04-26,Northern Ireland,Tests,19138
2020-04-26,Scotland,ConfirmedCases,10324
2020-04-26,Scotland,Deaths,1249
2020-04-26,Scotland,Tests,49157
2020-04-26,UK,ConfirmedCases,152840
2020-04-26,UK,Deaths,24055
2020-04-26,UK,Tests,543413
2020-04-26,Wales,ConfirmedCases,9683
2020-04-26,Wales,Deaths,897
2020-04-26,Wales,Tests,30324
2020-04-27,England,ConfirmedCases,119235
2020-04-27,England,Deaths,22049
2020-04-27,Northern Ireland,ConfirmedCases,3430
2020-04-27,Northern Ireland,Deaths,344
2020-04-27,Northern Ireland,Tests,19961
2020-04-27,Scotland,ConfirmedCases,10521
2020-04-27,Scotland,Deaths,1262
2020-04-27,Scotland,Tests,50294
2020-04-27,UK,ConfirmedCases,157149
2020-04-27,UK,Deaths,24393
2020-04-27,UK,Tests,569768
2020-04-27,Wales,ConfirmedCases,9849
2020-04-27,Wales,Deaths,913
2020-04-27,Wales,Tests,31183
2020-04-28,England,ConfirmedCases,121518
2020-04-28,England,Deaths,22918
2020-04-28,Northern Ireland,ConfirmedCases,3501
2020-04-28,Northern Ireland,Deaths,350
2020-04-28,Northern Ireland,Tests,20885
2020-04-28,Scotland,ConfirmedCases,10721
2020-04-28,Scotland,Deaths,1332
2020-04-28,Scotland,Tests,51499
2020-04-28,UK,ConfirmedCases,161145
2020-04-28,UK,Deaths,25302
2020-04-28,UK,Tests,599339
2020-04-28,Wales,ConfirmedCases,9997
2020-04-28,Wales,Deaths,928
2020-04-28,Wales,Tests,32143
2020-04-29,England,ConfirmedCases,123883
2020-04-29,England,Deaths,23550
2020-04-29,Northern Ireland,ConfirmedCases,3582
2020-04-29,Northern Ireland,Deaths,364
2020-04-29,Northern Ireland,Tests,21905
2020-04-29,Scotland,ConfirmedCases,11034
2020-04-29,Scotland,Deaths,1415
2020-04-29,Scotland,Tests,53082
2020-04-29,UK,ConfirmedCases,165221
2020-04-29,UK,Deaths,26097
2020-04-29,UK,Tests,632794
2020-04-29,Wales,ConfirmedCases,10164
2020-04-29,Wales,Deaths,954
2020-04-29,Wales,Tests,33165
2020-04-30,England,ConfirmedCases,125994
2020-04-30,England,Deaths,24110
2020-04-30,Northern Ireland,ConfirmedCases,3673
2020-04-30,Northern Ireland,Deaths,372
2020-04-30,Northern Ireland,Tests,23004
2020-04-30,Scotland,ConfirmedCases,11353
2020-04-30,Scotland,Deaths,1475
2020-04-30,Scotland,Tests,54639
2020-04-30,UK,ConfirmedCases,171253
2020-04-30,UK,Deaths,26771
2020-04-30,UK,Tests,687369
2020-04-30,Wales,ConfirmedCases,10358
2020-04-30,Wales,Deaths,970
2020-04-30,Wales,Tests,34232
2020-05-01,England,ConfirmedCases,127950
2020-05-01,England,Deaths,24763
2020-05-01,Northern Ireland,ConfirmedCases,3764
2020-05-01,Northern Ireland,Deaths,384
2020-05-01,Northern Ireland,Tests,24221
2020-05-01,Scotland,ConfirmedCases,11654
2020-05-01,Scotland,Deaths,1515
2020-05-01,Scotland,Tests,56702
2020-05-01,UK,ConfirmedCases,177454
2020-05-01,UK,Deaths,27510
2020-05-01,UK,Tests,762279
2020-05-01,Wales,ConfirmedCases,10519
2020-05-01,Wales,Deaths,998
2020-05-01,Wales,Tests,35420
2020-05-02,England,ConfirmedCases,129204
2020-05-02,England,Deaths,25282
2020-05-02,Northern Ireland,ConfirmedCases,3823
2020-05-02,Northern Ireland,Deaths,396
2020-05-02,Northern Ireland,Tests,25162
2020-05-02,Scotland,ConfirmedCases,11927
2020-05-02,Scotland,Deaths,1559
2020-05-02,Scotland,Tests,58833
2020-05-02,UK,ConfirmedCases,182260
2020-05-02,UK,Deaths,28131
2020-05-02,UK,Tests,825946
2020-05-02,Wales,ConfirmedCases,10688
2020-05-02,Wales,Deaths,1012
2020-05-02,Wales,Tests,36356
2020-05-03,England,ConfirmedCases,130183
2020-05-03,England,Deaths,25528
2020-05-03,Northern Ireland,ConfirmedCases,3858
2020-05-03,Northern Ireland,Deaths,407
2020-05-03,Northern Ireland,Tests,25760
2020-05-03,Scotland,ConfirmedCases,12097
2020-05-03,Scotland,Deaths,1571
2020-05-03,Scotland,Tests,60295
2020-05-03,UK,ConfirmedCases,186599
2020-05-03,UK,Deaths,28446
2020-05-03,UK,Tests,882343
2020-05-03,Wales,ConfirmedCases,10781
2020-05-03,Wales,Deaths,1026
2020-05-03,Wales,Tests,36861
2020-05-04,England,ConfirmedCases,131807
2020-05-04,England,Deaths,25785
2020-05-04,Northern Ireland,ConfirmedCases,3910
2020-05-04,Northern Ireland,Deaths,415
2020-05-04,Northern Ireland,Tests,26923
2020-05-04,Scotland,ConfirmedCases,12266
2020-05-04,Scotland,Deaths,1576
2020-05-04,Scotland,Tests,61696
2020-05-04,UK,ConfirmedCases,190584
2020-05-04,UK,Deaths,28734
2020-05-04,UK,Tests,945299
2020-05-04,Wales,ConfirmedCases,10912
2020-05-04,Wales,Deaths,1049
2020-05-04,Wales,Tests,37778
2020-05-05,England,ConfirmedCases,133412
2020-05-05,England,Deaths,26441
2020-05-05,Northern Ireland,ConfirmedCases,3962
2020-05-05,Northern Ireland,Deaths,421
2020-05-05,Northern Ireland,Tests,28136
2020-05-05,Scotland,ConfirmedCases,12437
2020-05-05,Scotland,Deaths,1620
2020-05-05,Scotland,Tests,63311
2020-05-05,UK,ConfirmedCases,194990
2020-05-05,UK,Deaths,29427
2020-05-05,UK,Tests,1015138
2020-05-05,Wales,ConfirmedCases,11075
2020-05-05,Wales,Deaths,1065
2020-05-05,Wales,Tests,39014
2020-05-06,England,ConfirmedCases,134814
2020-05-06,England,Deaths,27008
2020-05-06,Northern Ireland,ConfirmedCases,4001
2020-05-06,Northern Ireland,Deaths,424
2020-05-06,Northern Ireland,Tests,29480
2020-05-06,Scotland,ConfirmedCases,12709
2020-05-06,Scotland,Deaths,1703
2020-05-06,Scotland,Tests,65125
2020-05-06,UK,ConfirmedCases,201101
2020-05-06,UK,Deaths,30076
2020-05-06,UK,Tests,1072144
2020-05-06,Wales,ConfirmedCases,11242
2020-05-06,Wales,Deaths,1088
2020-05-06,Wales,Tests,40444
2020-05-07,England,ConfirmedCases,136266
2020-05-07,England,Deaths,27432
2020-05-07,Northern Ireland,ConfirmedCases,4061
2020-05-07,Northern Ireland,Deaths,427
2020-05-07,Northern Ireland,Tests,30706
2020-05-07,Scotland,ConfirmedCases,12924
2020-05-07,Scotland,Deaths,1762
2020-05-07,Scotland,Tests,67097
2020-05-07,UK,ConfirmedCases,206715
2020-05-07,UK,Deaths,30615
2020-05-07,UK,Tests,1139626
2020-05-07,Wales,ConfirmedCases,11407
2020-05-07,Wales,Deaths,1107
2020-05-07,Wales,Tests,41721
2020-05-08,England,ConfirmedCases,137303
2020-05-08,England,Deaths,27967
2020-05-08,Northern Ireland,ConfirmedCases,4103
2020-05-08,Northern Ireland,Deaths,432
2020-05-08,Northern Ireland,Tests,31753
2020-05-08,Scotland,ConfirmedCases,13149
2020-05-08,Scotland,Deaths,1811
2020-05-08,Scotland,Tests,69191
2020-05-08,UK,ConfirmedCases,211364
2020-05-08,UK,Deaths,31241
2020-05-08,UK,Tests,1207069
2020-05-08,Wales,ConfirmedCases,11509
2020-05-08,Wales,Deaths,1120
2020-05-08,Wales,Tests,42716
2020-05-09,England,ConfirmedCases,138182
2020-05-09,England,Deaths,28250
2020-05-09,Northern Ireland,ConfirmedCases,4132
2020-05-09,Northern Ireland,Deaths,438
2020-05-09,Northern Ireland,Tests,32664
2020-05-09,Scotland,ConfirmedCases,13305
2020-05-09,Scotland,Deaths,1847
2020-05-09,Scotland,Tests,71092
2020-05-09,UK,ConfirmedCases,215260
2020-05-09,UK,Deaths,31586
2020-05-09,UK,Tests,1270408
2020-05-09,Wales,ConfirmedCases,11634
2020-05-09,Wales,Deaths,1127
2020-05-09,Wales,Tests,43675
2020-05-10,England,ConfirmedCases,138845
2020-05-10,England,Deaths,28467
2020-05-10,Northern Ireland,ConfirmedCases,4176
2020-05-10,Northern Ireland,Deaths,446
2020-05-10,Northern Ireland,Tests,33574
2020-05-10,Scotland,ConfirmedCases,13486
2020-05-10,Scotland,Deaths,1857
